TradingDay,ExchangeID,ProductID,InstrumentID,ProductClass,Volume,MaxVolume,Turnover,MaxTurnover,OpenInterest,MaxOpenInterest,Rank
20230103,DCE,pg,pg2305,1,5485.0,88168.0,27775618260.00000000,415121111200.00000000,9297.0,82278.0,3
20230103,DCE,pp,pp2305,1,365264.0,365267.0,778168093100.00000000,778168093100.00000000,385562.0,392696.0,1
20230103,DCE,pp,pp2303,1,56131.0,365267.0,120646630500.00000000,778168093100.00000000,106155.0,392696.0,2
20230103,DCE,pp,pp2302,1,47801.0,365267.0,101755585400.00000000,778168093100.00000000,80886.0,392696.0,3
20230103,DCE,rr,rr2302,1,2147.0,2147.0,3613979290.00000000,3613979290.00000000,7768.0,8130.0,1
20230103,DCE,rr,rr2303,1,1357.0,2147.0,2071421140.00000000,3613979290.00000000,7349.0,8130.0,2
20230103,DCE,rr,rr2304,1,837.0,2147.0,1009438850.00000000,3613979290.00000000,4320.0,8130.0,3
20230103,DCE,v,v2305,1,876467.0,876467.0,1517369733000.00000000,1517369733000.00000000,662484.0,664517.0,1
20230103,DCE,v,v2302,1,83384.0,876467.0,146671628500.00000000,1517369733000.00000000,155416.0,664517.0,2
20230103,DCE,v,v2303,1,61091.0,876467.0,107410948300.00000000,1517369733000.00000000,204749.0,664517.0,3
20230103,DCE,y,y2305,1,419594.0,419597.0,2093643944000.00000000,2093643944000.00000000,456891.0,461143.0,1
20230103,DCE,y,y2303,1,15470.0,419597.0,79829497220.00000000,2093643944000.00000000,65701.0,461143.0,2
20230103,DCE,y,y2311,1,6654.0,419597.0,33832280080.00000000,2093643944000.00000000,10748.0,461143.0,3
20230103,GFEX,si,si2308,1,15384.0,15386.0,72056426390.00000000,72056426390.00000000,7391.0,8028.0,1
20230103,GFEX,si,si2309,1,99.0,15386.0,304139400.00000000,72056426390.00000000,606.0,8028.0,2
20230103,GFEX,si,si2311,1,33.0,15386.0,85214450.00000000,72056426390.00000000,586.0,8028.0,3
20230103,INE,bc,bc2303,1,6903.0,6903.0,115467630200.00000000,115467630200.00000000,13722.0,14425.0,1
20230103,INE,bc,bc2302,1,1718.0,6903.0,28807958150.00000000,115467630200.00000000,5416.0,14425.0,2
20230103,INE,bc,bc2304,1,1074.0,6903.0,18459905300.00000000,115467630200.00000000,1318.0,14425.0,3
20230103,INE,lu,lu2303,1,74016.0,74020.0,169725714760.00000000,169725714760.00000000,35067.0,39721.0,1
20230103,INE,lu,lu2304,1,28350.0,74020.0,64350227070.00000000,169725714760.00000000,39721.0,39721.0,2
20230103,INE,lu,lu2305,1,12011.0,74020.0,25893608860.00000000,169725714760.00000000,19784.0,39721.0,3
20230103,INE,nr,nr2304,1,37281.0,37281.0,199153703150.00000000,199153703150.00000000,34926.0,37054.0,1
20230103,INE,nr,nr2303,1,28701.0,37281.0,151403225450.00000000,199153703150.00000000,35705.0,37054.0,2
20230103,INE,nr,nr2302,1,4757.0,37281.0,25409548600.00000000,199153703150.00000000,6689.0,37054.0,3
20230103,INE,sc,sc2302,1,29554.0,29554.0,925494832400.00000000,925494832400.00000000,19216.0,23982.0,1
20230103,INE,sc,sc2303,1,26370.0,29554.0,842564181700.00000000,925494832400.00000000,23775.0,23982.0,2
20230103,INE,sc,sc2304,1,4740.0,29554.0,148361874800.00000000,925494832400.00000000,6587.0,23982.0,3
20230103,SHFE,ag,ag2302,1,310676.0,310707.0,1392340253460.00000000,1392340253460.00000000,187991.0,403722.0,1
20230103,SHFE,ag,ag2306,1,201099.0,310707.0,901730783835.00000000,1392340253460.00000000,403713.0,403722.0,2
20230103,SHFE,ag,ag2303,1,79056.0,310707.0,355658507850.00000000,1392340253460.00000000,208500.0,403722.0,3
20230103,SHFE,al,al2302,1,201504.0,202915.0,1029312033300.00000000,1029312033300.00000000,153402.0,153402.0,1
20230103,SHFE,al,al2303,1,86356.0,202915.0,437430155000.00000000,1029312033300.00000000,113706.0,153402.0,2
20230103,SHFE,al,al2304,1,25037.0,202915.0,129284652175.00000000,1029312033300.00000000,45566.0,153402.0,3
20230103,SHFE,au,au2304,1,58029.0,58029.0,1294484390600.00000000,1294484390600.00000000,138424.0,138424.0,1
20230103,SHFE,au,au2302,1,33516.0,58029.0,760429729900.00000000,1294484390600.00000000,57261.0,138424.0,2
20230103,SHFE,au,au2306,1,18705.0,58029.0,409809728540.00000000,1294484390600.00000000,70677.0,138424.0,3
20230103,SHFE,bu,bu2306,1,230384.0,230385.0,487470244600.00000000,487470244600.00000000,423465.0,427542.0,1
20230103,SHFE,bu,bu2303,1,43945.0,230385.0,91195510190.00000000,487470244600.00000000,138644.0,427542.0,2
20230103,SHFE,bu,bu2307,1,24071.0,230385.0,51277269160.00000000,487470244600.00000000,2614.0,427542.0,3
20230103,SHFE,cu,cu2302,1,49307.0,49935.0,909711449800.00000000,909711449800.00000000,96846.0,135338.0,1
20230103,SHFE,cu,cu2303,1,36212.0,49935.0,671807324400.00000000,909711449800.00000000,135337.0,135338.0,2
20230103,SHFE,cu,cu2301,1,18361.0,49935.0,342805137750.00000000,909711449800.00000000,39520.0,135338.0,3
20230103,SHFE,fu,fu2305,1,877589.0,877606.0,1345953113100.00000000,1345953113100.00000000,357081.0,366979.0,1
20230103,SHFE,fu,fu2309,1,19008.0,877606.0,29800276620.00000000,1345953113100.00000000,16220.0,366979.0,2
20230103,SHFE,fu,fu2306,1,1777.0,877606.0,2676561190.00000000,1345953113100.00000000,19429.0,366979.0,3
20230103,SHFE,hc,hc2305,1,343667.0,343669.0,783182472040.00000000,783182472040.00000000,784266.0,814042.0,1
20230103,SHFE,hc,hc2307,1,26941.0,343669.0,58214590900.00000000,783182472040.00000000,51124.0,814042.0,2
20230103,SHFE,hc,hc2306,1,18775.0,343669.0,41046037080.00000000,783182472040.00000000,46777.0,814042.0,3
20230103,SHFE,ni,ni2302,1,96515.0,96517.0,1231457416530.00000000,1231457416530.00000000,71620.0,77102.0,1
20230103,SHFE,ni,ni2303,1,35548.0,96517.0,434608987240.00000000,1231457416530.00000000,41244.0,77102.0,2
20230103,SHFE,ni,ni2304,1,4359.0,96517.0,54839263590.00000000,1231457416530.00000000,6615.0,77102.0,3
20230103,SHFE,pb,pb2302,1,48034.0,48034.0,201470513875.00000000,201470513875.00000000,67830.0,71719.0,1
20230103,SHFE,pb,pb2303,1,25898.0,48034.0,111635834925.00000000,201470513875.00000000,55371.0,71719.0,2
20230103,SHFE,pb,pb2304,1,2441.0,48034.0,9648575375.00000000,201470513875.00000000,10951.0,71719.0,3
20230103,SHFE,rb,rb2305,1,1245809.0,1245821.0,2805989093540.00000000,2805989093540.00000000,1882729.0,1931804.0,1
20230103,SHFE,rb,rb2306,1,135237.0,1245821.0,303567351520.00000000,2805989093540.00000000,154695.0,1931804.0,2
20230103,SHFE,rb,rb2307,1,84944.0,1245821.0,191013626300.00000000,2805989093540.00000000,112939.0,1931804.0,3
20230103,SHFE,ru,ru2305,1,409952.0,409956.0,2906776580700.00000000,2906776580700.00000000,200792.0,200792.0,1
20230103,SHFE,ru,ru2309,1,43855.0,409956.0,310708974300.00000000,2906776580700.00000000,39828.0,200792.0,2
20230103,SHFE,ru,ru2303,1,8580.0,409956.0,61178171250.00000000,2906776580700.00000000,23634.0,200792.0,3
20230103,SHFE,sn,sn2302,1,54340.0,54342.0,634068975340.00000000,634068975340.00000000,43388.0,47935.0,1
20230103,SHFE,sn,sn2303,1,25798.0,54342.0,298490273920.00000000,634068975340.00000000,24034.0,47935.0,2
20230103,SHFE,sn,sn2305,1,3000.0,54342.0,35412980760.00000000,634068975340.00000000,8230.0,47935.0,3
20230103,SHFE,sp,sp2305,1,135977.0,135988.0,505213879620.00000000,505213879620.00000000,127008.0,130417.0,1
20230103,SHFE,sp,sp2303,1,19444.0,135988.0,73606642980.00000000,505213879620.00000000,41062.0,130417.0,2
20230103,SHFE,sp,sp2304,1,11746.0,135988.0,43306690880.00000000,505213879620.00000000,18256.0,130417.0,3
20230103,SHFE,ss,ss2302,1,97202.0,97202.0,437284892400.00000000,437284892400.00000000,65947.0,71534.0,1
20230103,SHFE,ss,ss2303,1,30703.0,97202.0,138731757000.00000000,437284892400.00000000,32875.0,71534.0,2
20230103,SHFE,ss,ss2304,1,2089.0,97202.0,9372786575.00000000,437284892400.00000000,3717.0,71534.0,3
20230103,SHFE,wr,wr2305,1,43.0,43.0,83266290.00000000,83266290.00000000,12.0,18.0,1
20230103,SHFE,wr,wr2302,1,0.0,43.0,0.00000000,83266290.00000000,1.0,18.0,2
20230103,SHFE,wr,wr2306,1,0.0,43.0,0.00000000,83266290.00000000,0.0,18.0,3
20230103,SHFE,zn,zn2302,1,98610.0,99612.0,641559833675.00000000,641559833675.00000000,86058.0,90348.0,1
20230103,SHFE,zn,zn2303,1,32426.0,99612.0,213703846025.00000000,641559833675.00000000,49772.0,90348.0,2
20230103,SHFE,zn,zn2301,1,6030.0,99612.0,40357455125.00000000,641559833675.00000000,9235.0,90348.0,3
20230104,CFFEX,IC,IC2301,1,34514.0,34515.0,2172006710560.00000000,2172006710560.00000000,90830.0,113445.0,1
20230104,CFFEX,IC,IC2303,1,10075.0,34515.0,629689248240.00000000,2172006710560.00000000,112958.0,113445.0,2
20230104,CFFEX,IC,IC2306,1,5243.0,34515.0,307948591640.00000000,2172006710560.00000000,92612.0,113445.0,3
20230104,CFFEX,IF,IF2301,1,52122.0,52123.0,3227900149680.00000000,3227900149680.00000000,82741.0,88264.0,1
20230104,CFFEX,IF,IF2303,1,15641.0,52123.0,990429616260.00000000,3227900149680.00000000,74202.0,88264.0,2
20230104,CFFEX,IF,IF2306,1,4761.0,52123.0,294023446260.00000000,3227900149680.00000000,38448.0,88264.0,3
20230104,CFFEX,IH,IH2301,1,31550.0,31552.0,1324691772060.00000000,1324691772060.00000000,58835.0,59822.0,1
20230104,CFFEX,IH,IH2303,1,9848.0,31552.0,412222147200.00000000,1324691772060.00000000,42413.0,59822.0,2
20230104,CFFEX,IH,IH2306,1,3127.0,31552.0,132966426600.00000000,1324691772060.00000000,15401.0,59822.0,3
20230104,CFFEX,IM,IM2301,1,22569.0,22569.0,1551227943160.00000000,1551227943160.00000000,42870.0,43923.0,1
20230104,CFFEX,IM,IM2303,1,8286.0,22569.0,554127541560.00000000,1551227943160.00000000,42797.0,43923.0,2
20230104,CFFEX,IM,IM2306,1,3130.0,22569.0,204835481360.00000000,1551227943160.00000000,40463.0,43923.0,3
20230104,CFFEX,T,T2303,1,51445.0,56437.0,2765445608250.00000000,2765445608250.00000000,153510.0,153510.0,1
20230104,CFFEX,T,T2306,1,4551.0,56437.0,244065161000.00000000,2765445608250.00000000,13056.0,153510.0,2
20230104,CFFEX,T,T2309,1,409.0,56437.0,21112798550.00000000,2765445608250.00000000,555.0,153510.0,3
20230104,CFFEX,TF,TF2303,1,41403.0,43843.0,2262618169750.00000000,2262618169750.00000000,90709.0,90813.0,1
20230104,CFFEX,TF,TF2306,1,1314.0,43843.0,75350170100.00000000,2262618169750.00000000,4810.0,90813.0,2
20230104,CFFEX,TF,TF2309,1,268.0,43843.0,16012767300.00000000,2262618169750.00000000,611.0,90813.0,3
20230104,CFFEX,TS,TS2303,1,40956.0,42254.0,4633884957500.00000000,4633884957500.00000000,42764.0,42948.0,1
20230104,CFFEX,TS,TS2306,1,522.0,42254.0,62912912500.00000000,4633884957500.00000000,2890.0,42948.0,2
20230104,CFFEX,TS,TS2309,1,352.0,42254.0,41926632900.00000000,4633884957500.00000000,470.0,42948.0,3
20230104,DCE,a,a2305,1,106864.0,106864.0,304350538000.00000000,304350538000.00000000,149090.0,152235.0,1
20230104,DCE,a,a2303,1,15555.0,106864.0,41534113210.00000000,304350538000.00000000,38020.0,152235.0,2
20230104,DCE,a,a2307,1,7565.0,106864.0,20655083690.00000000,304350538000.00000000,22557.0,152235.0,3
20230104,DCE,b,b2302,1,49754.0,49754.0,143474080500.00000000,143474080500.00000000,34647.0,34647.0,1
20230104,DCE,b,b2303,1,10488.0,49754.0,29235978430.00000000,143474080500.00000000,11661.0,34647.0,2
20230104,DCE,b,b2305,1,1760.0,49754.0,4727932580.00000000,143474080500.00000000,3383.0,34647.0,3
20230104,DCE,bb,bb2303,1,0.0,0.0,0.00000000,0.00000000,0.0,0.0,1
20230104,DCE,bb,bb2301,1,0.0,0.0,0.00000000,0.00000000,0.0,0.0,2
20230104,DCE,bb,bb2304,1,0.0,0.0,0.00000000,0.00000000,0.0,0.0,3
20230104,DCE,c,c2303,1,489217.0,489218.0,787243153900.00000000,787243153900.00000000,711143.0,713700.0,1
20230104,DCE,c,c2305,1,167292.0,489218.0,265197355400.00000000,787243153900.00000000,372753.0,713700.0,2
20230104,DCE,c,c2307,1,68826.0,489218.0,110842932700.00000000,787243153900.00000000,317432.0,713700.0,3
20230104,DCE,cs,cs2303,1,156212.0,156212.0,257349063000.00000000,257349063000.00000000,141116.0,142633.0,1
20230104,DCE,cs,cs2305,1,49367.0,156212.0,83015472960.00000000,257349063000.00000000,78531.0,142633.0,2
20230104,DCE,cs,cs2309,1,7382.0,156212.0,11107275280.00000000,257349063000.00000000,9939.0,142633.0,3
20230104,DCE,eb,eb2302,1,227886.0,227886.0,546940515500.00000000,546940515500.00000000,188614.0,210150.0,1
20230104,DCE,eb,eb2303,1,39837.0,227886.0,94267482700.00000000,546940515500.00000000,59158.0,210150.0,2
20230104,DCE,eb,eb2305,1,9007.0,227886.0,22134039520.00000000,546940515500.00000000,8919.0,210150.0,3
20230104,DCE,eg,eg2305,1,378611.0,378611.0,867059990000.00000000,867059990000.00000000,311635.0,311635.0,1
20230104,DCE,eg,eg2302,1,31619.0,378611.0,72575339480.00000000,867059990000.00000000,39275.0,311635.0,2
20230104,DCE,eg,eg2303,1,27212.0,378611.0,62709591180.00000000,867059990000.00000000,47308.0,311635.0,3
20230104,DCE,fb,fb2303,1,884.0,884.0,529050095.00000000,529050095.00000000,1716.0,1743.0,1
20230104,DCE,fb,fb2305,1,24.0,884.0,7944705.00000000,529050095.00000000,69.0,1743.0,2
20230104,DCE,fb,fb2302,1,14.0,884.0,5356580.00000000,529050095.00000000,104.0,1743.0,3
20230104,DCE,i,i2305,1,754099.0,754099.0,3533932904000.00000000,3533932904000.00000000,874030.0,877804.0,1
20230104,DCE,i,i2309,1,52289.0,754099.0,241998222300.00000000,3533932904000.00000000,100666.0,877804.0,2
20230104,DCE,i,i2302,1,21653.0,754099.0,106359863400.00000000,3533932904000.00000000,75371.0,877804.0,3
20230104,DCE,j,j2305,1,30950.0,30950.0,453778507100.00000000,453778507100.00000000,32384.0,32754.0,1
20230104,DCE,j,j2309,1,713.0,30950.0,10334538300.00000000,453778507100.00000000,1878.0,32754.0,2
20230104,DCE,j,j2301,1,45.0,30950.0,207934100.00000000,453778507100.00000000,804.0,32754.0,3
20230104,DCE,jd,jd2305,1,60015.0,60015.0,141681869900.00000000,141681869900.00000000,115541.0,117973.0,1
20230104,DCE,jd,jd2303,1,10917.0,60015.0,19628661360.00000000,141681869900.00000000,30895.0,117973.0,2
20230104,DCE,jd,jd2302,1,6759.0,60015.0,12976865150.00000000,141681869900.00000000,16009.0,117973.0,3
20230104,DCE,jm,jm2305,1,66759.0,66759.0,408119838300.00000000,408119838300.00000000,79468.0,80422.0,1
20230104,DCE,jm,jm2309,1,1913.0,66759.0,11255744490.00000000,408119838300.00000000,4287.0,80422.0,2
20230104,DCE,jm,jm2312,1,5.0,66759.0,29986560.00000000,408119838300.00000000,67.0,80422.0,3
20230104,DCE,l,l2305,1,309053.0,309053.0,701252418200.00000000,701252418200.00000000,350893.0,361407.0,1
20230104,DCE,l,l2303,1,42998.0,309053.0,98969146400.00000000,701252418200.00000000,90050.0,361407.0,2
20230104,DCE,l,l2302,1,33347.0,309053.0,77150421850.00000000,701252418200.00000000,49003.0,361407.0,3
20230104,DCE,lh,lh2303,1,21770.0,21770.0,301619905900.00000000,301619905900.00000000,46276.0,46835.0,1
20230104,DCE,lh,lh2305,1,3881.0,21770.0,56632600880.00000000,301619905900.00000000,21574.0,46835.0,2
20230104,DCE,lh,lh2307,1,1178.0,21770.0,17181436000.00000000,301619905900.00000000,5046.0,46835.0,3
20230104,DCE,m,m2305,1,871802.0,871802.0,1910435843000.00000000,1910435843000.00000000,1358840.0,1388367.0,1
20230104,DCE,m,m2303,1,121236.0,871802.0,298777069500.00000000,1910435843000.00000000,285386.0,1388367.0,2
20230104,DCE,m,m2309,1,56831.0,871802.0,122970273000.00000000,1910435843000.00000000,120420.0,1388367.0,3
20230104,DCE,p,p2305,1,582314.0,582314.0,2666947870000.00000000,2666947870000.00000000,441316.0,444032.0,1
20230104,DCE,p,p2302,1,18491.0,582314.0,84532368620.00000000,2666947870000.00000000,56349.0,444032.0,2
20230104,DCE,p,p2303,1,13498.0,582314.0,62347353860.00000000,2666947870000.00000000,78778.0,444032.0,3
20230104,DCE,pg,pg2302,1,84024.0,84024.0,402863703800.00000000,402863703800.00000000,66880.0,68559.0,1
20230104,DCE,pg,pg2303,1,29658.0,84024.0,131800076000.00000000,402863703800.00000000,36546.0,68559.0,2
20230104,DCE,pg,pg2305,1,6904.0,84024.0,33077062140.00000000,402863703800.00000000,10974.0,68559.0,3
20230104,DCE,pp,pp2305,1,375189.0,375189.0,818956943100.00000000,818956943100.00000000,387804.0,387804.0,1
20230104,DCE,pp,pp2303,1,65072.0,375189.0,143596089600.00000000,818956943100.00000000,94129.0,387804.0,2
20230104,DCE,pp,pp2302,1,45429.0,375189.0,101106939100.00000000,818956943100.00000000,64661.0,387804.0,3
20230104,DCE,rr,rr2302,1,2366.0,2366.0,3719383370.00000000,3719383370.00000000,6828.0,7569.0,1
20230104,DCE,rr,rr2304,1,753.0,2366.0,868598430.00000000,3719383370.00000000,4459.0,7569.0,2
20230104,DCE,rr,rr2305,1,695.0,2366.0,757424380.00000000,3719383370.00000000,2788.0,7569.0,3
20230104,DCE,v,v2305,1,1031496.0,1031496.0,1786786847000.00000000,1786786847000.00000000,675576.0,694213.0,1
20230104,DCE,v,v2303,1,76556.0,1031496.0,136790337700.00000000,1786786847000.00000000,195785.0,694213.0,2
20230104,DCE,v,v2302,1,68236.0,1031496.0,122206974700.00000000,1786786847000.00000000,129228.0,694213.0,3
20230104,DCE,y,y2305,1,416759.0,416759.0,2062589646000.00000000,2062589646000.00000000,461946.0,461946.0,1
20230104,DCE,y,y2303,1,15929.0,416759.0,80779772140.00000000,2062589646000.00000000,66102.0,461946.0,2
20230104,DCE,y,y2311,1,9381.0,416759.0,45763246460.00000000,2062589646000.00000000,10819.0,461946.0,3
20230104,GFEX,si,si2308,1,14744.0,14744.0,71153498030.00000000,71153498030.00000000,7502.0,7979.0,1
20230104,GFEX,si,si2309,1,142.0,14744.0,622733025.00000000,71153498030.00000000,602.0,7979.0,2
20230104,GFEX,si,si2311,1,24.0,14744.0,118801375.00000000,71153498030.00000000,584.0,7979.0,3
20230104,INE,bc,bc2303,1,10198.0,10198.0,167392582150.00000000,167392582150.00000000,14126.0,14126.0,1
20230104,INE,bc,bc2304,1,1922.0,10198.0,31335219350.00000000,167392582150.00000000,2021.0,14126.0,2
20230104,INE,bc,bc2302,1,1686.0,10198.0,28754209250.00000000,167392582150.00000000,5439.0,14126.0,3
20230104,INE,lu,lu2303,1,119474.0,119474.0,260721013470.00000000,260721013470.00000000,31232.0,46471.0,1
20230104,INE,lu,lu2304,1,49790.0,119474.0,107277680100.00000000,260721013470.00000000,46471.0,46471.0,2
